timestamp,drift_detected,severity,sample_count,methods_detecting_drift,ks_statistic,ks_pvalue,ks_threshold,psi,psi_threshold,prediction_shift,prediction_shift_threshold,reason
2026-03-26T21:30:11.067673,False,none,1096,0,0.015249664420566177,0.999276865015279,0.05,0.002607774585005069,0.15,0.004343332821338211,0.2,
